Model,Optimizer,Loss Function,Learning Rate,Batch Size,Test Epoch,Validation Loss,Validation Accuracy,Highest Accuracy,Occurred in which Epoch
RoBERTa,Adam,CrossEntropy,0.0001,128,15,"[0.6970969215035439, 0.691507488489151, 0.6932188123464584, 0.692453183233738, 0.6923896372318268, 0.6925984770059586, 0.6934458687901497, 0.6935904696583748, 0.6939827650785446, 0.6954831033945084, 0.6938228979706764, 0.6927283108234406, 0.6933125108480453, 0.6924339011311531, 0.6935266852378845]","[0.48044132397191575, 0.5195586760280843, 0.48044132397191575, 0.5195586760280843, 0.5195586760280843, 0.5195586760280843, 0.48044132397191575, 0.48044132397191575, 0.48044132397191575, 0.48044132397191575, 0.48044132397191575, 0.5195586760280843, 0.48044132397191575, 0.5195586760280843, 0.48044132397191575]",0.5195586760280843,2
RoBERTa,Adam,CrossEntropy,1e-05,128,15,"[0.692076563835144, 0.4119149520993233, 0.29523617029190063, 0.3313278257846832, 0.43700629845261574, 0.5052666626870632, 0.5689688920974731, 0.8541844114661217, 0.6527358070015907, 0.6768363490700722, 0.6211572103202343, 0.7421344146132469, 0.7163762673735619, 0.7007982358336449, 0.7630616128444672]","[0.5215646940822467, 0.8144433299899699, 0.8635907723169508, 0.8716148445336008, 0.8665997993981945, 0.872617853560682, 0.8706118355065195, 0.8405215646940822, 0.8686058174523571, 0.8565697091273822, 0.8676028084252758, 0.8585757271815446, 0.8665997993981945, 0.8716148445336008, 0.8696088264794383]",0.872617853560682,6
