Wall time,Step,Value
1629919492.6668053,6,0.741308331489563
1629919493.10314,8,0.6913470029830933
1629919496.8668127,25,0.7005535364151001
1629919499.5590281,37,0.7510232925415039
1629919501.1420178,44,0.7391086220741272
1629919505.8973138,65,0.7007091045379639
1629919508.4200003,76,0.6894840002059937
1629919509.7808013,82,0.6807764768600464
1629919510.4707062,85,0.7500422596931458
1629919521.009526,131,0.7179037928581238
1629919527.6656172,160,0.6937159895896912
1629919528.8130012,165,0.7179152965545654
1629919529.0419927,166,0.6982175707817078
1629919530.214852,171,0.7012133598327637
1629919531.377185,176,0.7193414568901062
1629919533.5792973,185,0.721214771270752
1629919537.9587412,204,0.6397144794464111
1629919539.3417497,210,0.6844010353088379
1629919540.023392,213,0.7312829494476318
1629919543.030681,226,0.6772478818893433
1629919543.960324,230,0.6955031156539917
1629919549.0806546,252,0.7153822183609009
1629919549.7687213,255,0.6702817678451538
1629919550.0061018,256,0.7046349048614502
1629919552.7800963,268,0.6145192980766296
1629919553.482169,271,0.6092411279678345
1629919554.1705787,274,0.5892078876495361
1629919554.6358728,276,0.5566996335983276
1629919563.735007,315,0.5190715789794922
1629919565.3632586,322,0.9509561061859131
1629919566.065281,325,0.3340223729610443
1629919566.2885764,326,0.7691673040390015
1629919571.5387077,348,0.4904199540615082
1629919572.224741,351,0.25429946184158325
1629919574.297618,360,0.3396795988082886
1629919574.5327077,361,0.38569530844688416
1629919580.5550194,387,0.25706857442855835
1629919583.0911076,398,0.16272827982902527
1629919584.4652178,404,0.33870729804039
1629919586.090952,411,0.7574279308319092
1629919588.187074,420,0.5731327533721924
1629919591.6816444,435,0.4206062853336334
1629919593.1422014,441,0.5997763872146606
1629919596.1553915,454,0.32642504572868347
1629919596.3982503,455,0.23703399300575256
1629919597.0991662,458,0.2089090794324875
1629919598.7122307,465,0.22596922516822815
1629919598.9492083,466,0.19553247094154358
1629919599.877528,470,0.6250339150428772
1629919601.0525193,475,0.24337507784366608
1629919603.1486342,484,0.30307963490486145
1629919608.9549723,509,0.6229190826416016
1629919613.4899755,528,0.2753727436065674
1629919613.956122,530,0.347042053937912
1629919615.130879,535,0.06702008098363876
1629919616.0569844,539,0.28369778394699097
1629919619.2818735,553,0.2587760388851166
1629919621.1569192,561,0.2831250727176666
1629919623.4794517,571,0.7257983088493347
1629919626.0382214,582,0.4169214963912964
1629919630.455658,601,0.3051111698150635
1629919632.088601,608,0.3519105017185211
1629919632.3237898,609,0.14087402820587158
1629919632.5611863,610,0.3515840172767639
1629919633.48747,614,0.35874781012535095
1629919633.9582758,616,0.3335694670677185
1629919634.8828607,620,0.372478187084198
1629919636.0476468,625,0.16394750773906708
1629919640.2923257,626,0.24210891127586365
1629919641.226818,630,0.12521690130233765
1629919642.3799198,635,0.026673680171370506
1629919642.8318524,637,0.15901193022727966
1629919646.756196,654,0.10875719785690308
1629919647.704832,658,0.17422476410865784
1629919647.936255,659,0.3694019913673401
1629919648.1647296,660,0.25814536213874817
1629919650.4738402,670,0.20587141811847687
1629919652.5293324,679,0.41165798902511597
1629919654.5874097,688,0.1814986765384674
1629919655.055015,690,0.30891841650009155
1629919657.5946808,701,0.06069471687078476
1629919658.9819102,707,0.013267983682453632
1629919661.268384,717,0.342909574508667
1629919663.7726386,728,0.24742180109024048
1629919668.6164398,749,0.32449573278427124
1629919669.8498325,754,0.05884255841374397
1629919670.5673273,757,0.04401087015867233
1629919675.5953999,779,0.18363207578659058
1629919675.8334575,780,0.2621844410896301
1629919676.2832572,782,0.22302177548408508
1629919680.5119767,800,0.1863396167755127
1629919681.8915615,806,0.21808941662311554
1629919683.511932,813,0.3901076912879944
1629919684.8833005,819,0.324741393327713
1629919687.1826727,829,0.3197040855884552
1629919689.9275663,841,0.43713250756263733
1629919690.144789,842,0.2917676866054535
1629919691.062211,846,0.19253434240818024
1629919694.2841074,860,0.3604958653450012
1629919695.4446576,865,0.43971747159957886
1629919695.665905,866,0.4026485085487366
1629919698.6651561,879,0.494963675737381
1629919700.9693089,889,0.06750800460577011
1629919705.3780243,908,0.20779846608638763
1629919707.2214339,916,0.19920042157173157
1629919709.2732358,925,0.18964262306690216
1629919714.1011264,946,0.08884717524051666
1629919715.0194793,950,0.38646426796913147
1629919719.0267453,967,0.19303420186042786
1629919722.4510949,982,0.15063494443893433
1629919723.1465886,985,0.2214249074459076
1629919724.5284371,991,0.2573090195655823
1629919727.2759495,1003,0.21056436002254486
1629919731.0062766,1019,0.22305728495121002
1629919734.0001745,1032,0.22061431407928467
1629919736.529159,1043,0.13175919651985168
1629919736.995269,1045,0.1498865932226181
1629919739.5289178,1056,0.28490784764289856
1629919740.4427211,1060,0.09339481592178345
1629919744.6150603,1078,0.2228856384754181
1629919746.2402616,1085,0.03196137025952339
1629919748.0809546,1093,0.016911769285798073
1629919751.9743767,1110,0.6574513912200928
1629919752.655333,1113,0.2090059369802475
1629919757.265595,1133,0.07138153165578842
1629919759.1503775,1141,0.03572223335504532
1629919762.618209,1156,0.1901298612356186
1629919764.2256527,1163,0.32826879620552063
1629919764.9068153,1166,0.17670795321464539
1629919769.5064876,1186,0.222805917263031
1629919771.578861,1195,0.21708710491657257
1629919773.858144,1205,0.07491210848093033
1629919778.9163697,1227,0.17685337364673615
