Wall time,Step,Value
1630826840.3529274,19,1.1366589069366455
1630826857.7151227,48,1.1424026489257812
1630826866.8519447,63,0.9950778484344482
1630826867.4571807,64,0.9214446544647217
1630826872.393638,72,0.9750238656997681
1630826879.1451867,83,0.5979628562927246
1630826883.4388335,90,0.6266343593597412
1630826892.0818295,104,0.7411810159683228
1630826894.567768,108,0.8166780471801758
1630826907.6510918,129,1.034395694732666
1630826908.8952715,131,0.6041214466094971
1630826925.6228821,158,0.12034152448177338
1630826927.5128896,161,0.32312270998954773
1630826929.9538598,165,0.5276373624801636
1630826934.9142442,173,0.26570501923561096
1630826946.7690873,192,0.16196797788143158
1630826954.1437001,204,0.4278300106525421
1630826970.2871082,230,0.4792517423629761
1630826979.4754028,245,0.01866057887673378
1630826980.113071,246,0.9158024191856384
1630826988.7184272,260,0.3562099039554596
1630826996.1600647,272,0.34926196932792664
1630827003.055162,283,0.4096097946166992
1630827004.8709095,286,0.2382621169090271
1630827023.953568,317,0.6905039548873901
1630827025.8251774,320,0.6191704869270325
1630827042.5631826,347,0.38056108355522156
1630827049.9595416,359,1.1772667169570923
1630827054.8410132,367,0.1881444752216339
1630827062.251019,379,0.8237038850784302
1630827067.2183797,387,0.20676569640636444
1630827069.677205,391,0.07865388691425323
1630827077.191946,403,0.33652463555336
1630827085.2114003,416,0.13970525562763214
1630827098.1014867,437,0.27656999230384827
1630827098.7372653,438,0.46222129464149475
1630827099.9654489,440,0.2634563744068146
1630827104.2516448,447,0.4710543155670166
1630827113.5085323,462,0.35259386897087097
1630827115.9624677,466,0.18930670619010925
1630827122.1177752,476,0.24179865419864655
1630827125.1953807,481,0.31554579734802246
1630827125.7898407,482,0.33608540892601013
1630827143.6040277,511,0.07069841027259827
1630827144.8226562,513,0.09056957066059113
1630827145.4547017,514,0.3575873374938965
1630827157.7249916,534,0.3012807369232178
1630827160.7833567,539,0.07379843294620514
1630827162.0087419,541,0.5666942596435547
1630827169.385386,553,0.6886345148086548
1630827171.8491263,557,0.3741525411605835
1630827175.5428817,563,0.12630045413970947
1630827192.756916,591,0.15242615342140198
1630827195.2062905,595,0.07832064479589462
1630827196.4323778,597,0.41709837317466736
1630827216.69452,630,0.7010551691055298
1630827221.6020436,638,0.08096864074468613
1630827225.2866142,644,0.24583758413791656
1630827225.9180005,645,0.2477700412273407
1630827234.521203,659,0.07495854049921036
1630827240.0397778,668,0.18888047337532043
1630827244.9691663,676,0.08037102222442627
1630827273.2369347,722,0.16874341666698456
1630827275.682307,726,0.32988888025283813
1630827287.3502042,745,0.6869184374809265
1630827299.6174884,765,0.03981224074959755
1630827306.4439719,776,0.20491944253444672
1630827310.7378528,783,0.15411078929901123
1630827314.3956268,789,0.4549229145050049
1630827324.2012968,805,0.36759549379348755
1630827333.4398766,820,0.05907393619418144
1630827341.4241805,833,0.28878694772720337
1630827356.7929592,858,0.11153730750083923
1630827362.321685,867,0.27747419476509094
1630827374.582038,887,0.23712372779846191
1630827383.8278215,902,0.27441057562828064
1630827401.5691845,931,0.18413065373897552
1630827408.9620163,943,0.010508731007575989
1630827443.975231,1000,0.29356005787849426
1630827447.0399778,1005,0.30815601348876953
1630827453.7983387,1016,0.26391229033470154
1630827458.0963683,1023,0.21176496148109436
1630827460.5623593,1027,0.3359864056110382
1630827461.800587,1029,0.29658275842666626
1630827467.306394,1038,0.16018202900886536
1630827478.991009,1057,0.18569694459438324
1630827488.218281,1072,0.3349494934082031
1630827491.905557,1078,0.2989445626735687
1630827504.789605,1099,0.07153346389532089
1630827508.4632978,1105,0.02781345508992672
1630827511.5432837,1110,0.2177758365869522
1630827512.7862372,1112,0.7985154986381531
1630827521.3909519,1126,0.06352812051773071
1630827525.6707277,1133,0.31812161207199097
1630827534.2866209,1147,0.2023874819278717
1630827537.3652272,1152,0.1321498602628708
1630827537.9818625,1153,0.7151003479957581
1630827545.3423953,1165,0.020107006654143333
1630827551.487537,1175,0.4179753065109253
1630827552.7307026,1177,0.25631728768348694
1630827557.6247196,1185,0.13704204559326172
1630827563.1559083,1194,0.29606255888938904
1630827578.5155518,1219,0.14268559217453003
1630827582.810539,1226,0.03178102523088455
1630827595.7184172,1247,0.03706181049346924
1630827624.7139354,1253,0.11330714076757431
1630827625.9239824,1255,0.06992306560277939
1630827627.7061875,1258,0.033981870859861374
1630827630.0979056,1262,0.15839031338691711
1630827633.7361712,1268,0.020050980150699615
1630827636.1606076,1272,0.02173612080514431
1630827639.1705225,1277,0.11527647823095322
1630827652.3834903,1299,0.032398808747529984
1630827668.55833,1326,0.0005866091814823449
1630827680.5664313,1346,0.1438528597354889
1630827689.5555973,1361,0.0022027406375855207
1630827691.9377482,1365,0.11045438051223755
1630827698.5066454,1376,0.23441824316978455
1630827699.110323,1377,0.01374818105250597
1630827723.79995,1418,0.044292181730270386
1630827736.3731663,1439,0.11862467974424362
1630827736.9805963,1440,0.061717331409454346
1630827747.80209,1458,0.012162613682448864
1630827748.403882,1459,0.0013056620955467224
1630827758.0293283,1475,0.08597910404205322
1630827769.9834373,1495,0.07154492288827896
1630827774.8293397,1503,0.6148295402526855
1630827779.5940135,1511,0.19386152923107147
1630827781.4123118,1514,0.01609833538532257
1630827802.4437919,1549,0.17740383744239807
1630827804.2156124,1552,0.005069981794804335
1630827812.5923893,1566,0.03985653817653656
1630827814.4141536,1569,0.07535214722156525
1630827817.4403698,1574,0.0017038739752024412
1630827824.6403096,1586,0.049473658204078674
1630827831.2691245,1597,0.2213921844959259
1630827834.240251,1602,0.4075417220592499
1630827849.8370178,1628,0.012285185977816582
1630827854.6764514,1636,0.01778022013604641
1630827875.633807,1671,0.004460410214960575
1630827881.0609062,1680,0.09383856505155563
1630827884.6465757,1686,0.04055675119161606
1630827894.8786976,1703,0.0641869604587555
1630827896.0929954,1705,0.04560310021042824
1630827897.9059372,1708,0.3272942900657654
1630827900.280327,1712,0.03897185996174812
1630827938.7828228,1776,0.0006690148147754371
1630827939.9605799,1778,0.00916179921478033
1630827947.1861105,1790,0.03708989918231964
1630827948.9684815,1793,0.006448899861425161
1630827982.084963,1848,0.5322405099868774
1630827984.4678257,1852,0.0622856467962265
1630827989.883504,1861,0.20652621984481812
1630827994.0874476,1868,0.14151307940483093
1630828006.705919,1889,0.003816520795226097
1630828013.2748086,1900,1.0516438484191895
1630828015.0904093,1903,0.058448851108551025
1630828018.7156224,1909,0.080082006752491
1630828019.3197672,1910,0.031012142077088356
1630828028.301928,1925,0.08719305694103241
1630828035.5097313,1937,0.027501752600073814
1630828037.9005518,1941,0.09940285980701447
1630828040.8873374,1946,0.5182269215583801
1630828042.093919,1948,0.060413919389247894
1630828049.9107845,1961,0.1913926601409912
1630828050.5192385,1962,0.5732848048210144
1630828053.5450163,1967,0.005402759648859501
1630828061.3512883,1980,0.47114142775535583
1630828116.2114735,2071,0.07316947728395462
1630828121.6204417,2080,0.029517248272895813
1630828127.6861076,2090,0.0009679205249994993
1630828134.2833467,2101,0.16900214552879333
1630828142.7110898,2115,0.03038446232676506
1630828143.3173642,2116,0.08799616992473602
1630828145.744496,2120,0.05625138059258461
1630828146.3503025,2121,0.2788686156272888
1630828157.717668,2140,0.07828596979379654
1630828190.8100529,2195,0.05877270549535751
1630828199.853824,2210,0.017256446182727814
1630828203.513801,2216,0.15791523456573486
1630828217.9816847,2240,0.3719639778137207
1630828220.9387255,2245,0.14581148326396942
1630828266.1363368,2320,0.0014813703019171953
1630828279.9286656,2343,0.02665979601442814
1630828290.1549885,2360,0.05408003553748131
1630828311.2327971,2395,0.013789151795208454
1630828336.454134,2437,0.05943217873573303
1630828339.4845395,2442,0.6762537956237793
1630828347.2929206,2455,0.07441762089729309
1630828352.136988,2463,0.35943594574928284
1630828353.9275086,2466,0.1600857526063919
1630828365.9315238,2486,0.02858116291463375
1630828373.750497,2499,0.1952660083770752
1630828401.977118,2504,0.11030159890651703
1630828410.3672755,2518,0.0013764167670160532
1630828411.5807776,2520,0.018908819183707237
1630828416.9941018,2529,0.01019714493304491
1630828418.18035,2531,0.00017616251716390252
1630828439.8107862,2567,0.007534876931458712
1630828446.4072063,2578,0.0024783643893897533
1630828447.015202,2579,0.008209728635847569
1630828453.0398698,2589,0.0004190772888250649
1630828459.6656628,2600,0.00195881025865674
1630828463.8401563,2607,0.00015121079923119396
1630828476.4795337,2628,0.005669891368597746
1630828481.2381396,2636,0.0003054819244425744
1630828486.089393,2644,0.0049370527267456055
1630828502.3181665,2671,0.2105286568403244
1630828504.7355452,2675,0.004153013229370117
1630828508.8959477,2682,0.0017168511403724551
1630828510.7227123,2685,0.0002799814101308584
1630828511.9352262,2687,0.0005287557723931968
1630828513.752015,2690,0.3067215085029602
1630828516.1382828,2694,0.000507512129843235
1630828525.2091138,2709,0.0002974481612909585
1630828528.182032,2714,0.00040123212966136634
1630828530.56557,2718,0.002035376615822315
1630828537.742354,2730,0.09318479895591736
1630828538.353676,2731,0.0036245675291866064
1630828540.7722645,2735,0.013481022790074348
1630828543.7140362,2740,0.0010952482698485255
1630828544.319447,2741,0.20519936084747314
1630828552.1141064,2754,0.0011661126045510173
1630828552.7228477,2755,0.0004499376518651843
1630828553.3295848,2756,0.01085806917399168
1630828556.3561492,2761,0.0014660683227702975
1630828559.378007,2766,0.007220583036541939
1630828561.1739955,2769,0.00022638369409833103
1630828567.1842084,2779,0.02402549982070923
1630828571.3544843,2786,0.00011501286644488573
1630828587.5407557,2813,0.002842997433617711
1630828600.7714236,2835,0.07109382003545761
1630828606.7675385,2845,0.0017701711039990187
1630828616.9748256,2862,6.556374046340352e-06
1630828617.5799959,2863,0.0003936818102374673
1630828653.0327752,2922,0.008701948449015617
1630828660.8244395,2935,0.000549341319128871
1630828671.6429038,2953,0.0004951447481289506
1630828673.4455137,2956,0.032068897038698196
1630828677.6224108,2963,0.00019555678591132164
1630828679.435933,2966,0.005418866872787476
1630828684.1943152,2974,0.008638580329716206
1630828711.758534,3020,0.009976329281926155
1630828720.6990361,3035,0.026657622307538986
1630828728.4457943,3048,0.03386825695633888
1630828749.9405098,3084,0.0008830920560285449
1630828750.541401,3085,0.000764159660320729
1630828761.9408007,3104,0.002415717113763094
1630828762.538743,3105,0.006223252043128014
1630828763.115648,3106,0.00047292246017605066
1630828771.4373217,3120,0.10978380590677261
1630828772.0418403,3121,0.009198997169733047
1630828772.6453733,3122,0.09922586381435394
1630828776.8381374,3129,0.00177167565561831
1630828787.0080757,3146,0.04969172179698944
1630828803.792177,3174,0.0016198450466617942
1630828815.2053583,3193,0.008112037554383278
1630828819.3587132,3200,0.01025968324393034
1630828822.39023,3205,0.0010221317643299699
1630828830.1902978,3218,6.054681580280885e-05
1630828831.9998567,3221,1.2456925105652772e-05
1630828837.3615644,3230,0.23366950452327728
1630828844.5659747,3242,0.012337755411863327
1630828858.9165812,3266,8.02431459305808e-05
1630828860.7210565,3269,0.00012285340926609933
1630828883.5268288,3307,0.02544969692826271
1630828903.9318771,3341,0.00012649907148443162
1630828913.5464346,3357,0.00021537768770940602
1630828924.3812785,3375,0.0077623482793569565
1630828930.9620354,3386,0.19944632053375244
1630828935.7829201,3394,0.028940951451659203
1630828942.3999522,3405,0.011298696510493755
1630828950.7906656,3419,0.0006554073188453913
1630828976.6487048,3462,0.04914649948477745
1630828989.938572,3484,0.24000096321105957
1630828990.5416563,3485,0.016471795737743378
1630828994.7455506,3492,0.03527776151895523
1630828995.957004,3494,0.009655237197875977
1630829000.1720495,3501,0.0011082624550908804
1630829015.874957,3527,0.0011467973235994577
1630829026.6801493,3545,0.018611237406730652
1630829039.9074283,3567,1.5034987882245332e-05
1630829041.7277029,3570,0.1307656615972519
1630829045.9268358,3577,0.004612857475876808
1630829053.1767344,3589,0.0009106025681830943
1630829060.3741684,3601,0.044602230191230774
1630829068.184869,3614,0.0005180601729080081
1630829068.791991,3615,0.04623064771294594
1630829070.009015,3617,0.010371716693043709
1630829078.4222403,3631,0.0021480503492057323
1630829092.8662207,3655,0.0002539253036957234
1630829094.6299574,3658,0.0007385503849945962
1630829095.8400598,3660,0.0043484484776854515
1630829097.0525293,3662,0.0010362394386902452
1630829098.8671546,3665,0.0001920461654663086
1630829101.2881362,3669,0.004212922882288694
1630829103.075733,3672,0.0011915673967450857
1630829114.4840128,3691,0.01829235628247261
1630829127.733547,3713,0.564527690410614
1630829130.7272396,3718,0.000812350248452276
1630829147.610795,3746,0.0008788746199570596
1630829149.428006,3749,0.008193912915885448
1630829177.753152,3754,0.0026704492047429085
1630829178.3600748,3755,0.0009471391676925123
1630829182.6001372,3762,0.003737865248695016
1630829183.7965631,3764,6.870230572531e-05
1630829195.2433164,3783,0.02121657319366932
1630829195.852674,3784,0.028613794595003128
1630829198.2168717,3788,0.020653923973441124
1630829200.0459154,3791,0.0006295910570770502
1630829235.0964842,3849,0.00383341615088284
1630829236.3188677,3851,0.0015740421367809176
1630829242.3891506,3861,0.0019990168511867523
1630829247.8007226,3870,0.0008086804882623255
1630829267.7363489,3903,3.5254470276413485e-05
1630829273.178363,3912,5.930525730946101e-06
1630829275.6009836,3916,0.016762616112828255
1630829279.2107394,3922,0.0005713036516681314
1630829286.4505587,3934,0.015216199681162834
1630829288.259316,3937,0.00026592350332066417
1630829306.3284938,3967,0.0012775775976479053
1630829311.710267,3976,0.0028098192997276783
1630829315.3634496,3982,0.0106541458517313
1630829334.0763924,4013,0.00016883673379197717
1630829335.2558258,4015,0.020084427669644356
1630829340.7487056,4024,0.003846272826194763
1630829347.3854406,4035,0.00039403786649927497
1630829351.00815,4041,0.001328798825852573
1630829355.260312,4048,0.0008058840176090598
1630829377.568989,4085,0.0026009641587734222
1630829392.6763573,4110,0.00018892466323450208
1630829396.2901573,4116,0.0029811274725943804
1630829399.938341,4122,3.54001676896587e-05
1630829401.7565625,4125,0.006150140427052975
1630829415.058815,4147,0.0005351449362933636
1630829436.2165728,4182,0.24404488503932953
1630829442.8996696,4193,0.006479828618466854
1630829451.9319985,4208,0.0003626542165875435
1630829464.0082266,4228,0.00014048180310055614
1630829475.4633405,4247,0.001409900258295238
1630829477.2452796,4250,0.01924077793955803
1630829479.0259576,4253,0.000196668624994345
1630829482.0647671,4258,0.007121484261006117
1630829518.8855011,4319,0.07468453049659729
1630829521.8885384,4324,0.001680824439972639
1630829524.8906608,4329,0.07590708881616592
1630829528.5457313,4335,0.0782998576760292
1630829555.6925943,4380,0.013728721998631954
1630829565.358968,4396,0.0033526408951729536
1630829581.6005926,4423,0.0408480167388916
1630829589.4152758,4436,0.04614875465631485
1630829594.2668588,4444,0.004262994974851608
1630829600.8763678,4455,0.0014817873015999794
1630829608.148628,4467,0.042318496853113174
1630829621.979659,4490,0.0030321425292640924
1630829625.6155386,4496,0.00010770040535135195
1630829643.6616669,4526,0.0026185759343206882
1630829649.6873794,4536,0.0005728964461013675
1630829652.0942242,4540,5.725976370740682e-05
1630829667.1706958,4565,0.003601572709158063
1630829669.5573437,4569,0.009343967773020267
1630829673.1513014,4575,0.00481483293697238
1630829694.2375216,4610,0.0003298735246062279
1630829696.048599,4613,0.006367008667439222
1630829718.3567748,4650,2.7207121092942543e-05
1630829723.7403986,4659,0.00010697654215618968
1630829724.348111,4660,2.0622548618121073e-05
1630829729.1801264,4668,0.013051154091954231
1630829735.7979834,4679,0.00013989204308018088
1630829740.6188874,4687,0.006119751371443272
1630829743.0171404,4691,0.0004715314425993711
1630829744.2353594,4693,0.005365818273276091
1630829747.8738189,4699,0.002404546132311225
1630829753.246373,4708,0.0019049077527597547
1630829758.6892803,4717,0.006947014946490526
1630829767.107047,4731,0.0004307713243179023
1630829771.273601,4738,0.12289467453956604
1630829784.5568,4760,0.0056403931230306625
1630829788.7484372,4767,0.00042072442010976374
1630829792.3422282,4773,1.3037917597102933e-05
1630829794.7686057,4777,8.969260670710355e-05
1630829795.3768723,4778,0.022296972572803497
1630829811.609499,4805,0.004509129095822573
1630829813.427348,4808,0.20286032557487488
1630829815.239651,4811,8.120958227664232e-06
1630829817.6358569,4815,0.014777537435293198
1630829827.3018503,4831,0.3622566759586334
1630829828.485769,4833,0.002027572365477681
1630829830.2940662,4836,0.020441444590687752
1630829830.8661003,4837,0.12030185014009476
1630829835.715875,4845,5.0035516323987395e-05
1630829858.6520755,4883,0.002059458987787366
1630829866.4765468,4896,0.00011552361684152856
1630829875.4929862,4911,0.0031562764197587967
1630829886.951238,4930,0.0035890755243599415
1630829889.378929,4934,0.13935326039791107
1630829893.5802648,4941,0.025219028815627098
1630829899.0132127,4950,0.003649272257462144
1630829917.671418,4981,0.0035688369534909725
1630829924.252456,4992,0.0012715314514935017
1630829968.881427,5024,0.008862308226525784
1630829983.3904514,5048,0.000699161842931062
1630829994.8453274,5067,0.04073036089539528
1630830002.6632414,5080,0.002403130056336522
1630830003.267578,5081,0.0022544213570654392
1630830008.0886989,5089,0.014100233092904091
1630830009.2701287,5091,0.00021659179765265435
1630830012.3031833,5096,0.005490702111274004
1630830034.6189046,5133,0.000808386248536408
1630830037.0410187,5137,0.00021849252516403794
1630830039.4449291,5141,0.0005462676053866744
1630830046.0627418,5152,0.0011722591007128358
1630830046.6725686,5153,3.634092354332097e-05
1630830047.8800025,5155,1.7284326531807892e-05
1630830048.4708314,5156,9.813558426685631e-05
1630830067.749381,5188,0.0017171779181808233
1630830074.3501086,5199,0.00010528971324674785
1630830075.5697794,5201,0.00011867767170770094
1630830078.6069195,5206,0.00030138297006487846
1630830079.7988431,5208,0.00010803162876982242
1630830086.4135268,5219,0.00011752461432479322
1630830090.652956,5226,0.002235602820292115
1630830098.4933798,5239,3.367301542311907e-05
1630830107.521572,5254,0.27326634526252747
1630830112.9369082,5263,0.013488723896443844
1630830114.7241251,5266,7.509359420510009e-05
1630830132.7508276,5296,0.00010021612979471684
1630830146.611495,5319,0.00016910156409721822
1630830147.2148085,5320,0.0036369310691952705
1630830149.0062943,5323,0.0002984620805364102
1630830150.1796954,5325,0.1562471240758896
1630830152.6049562,5329,6.552691775141284e-05
1630830156.2418017,5335,0.0020189573988318443
